,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
4956,183,40,67,Rear-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,23,Gasoline,34,Automatic transmission,2012 BMW 528i Sedan,BMW,2012 BMW 5 Series Sedan,2012,240,260
4957,183,40,67,All-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 BMW 528i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,240,260
4958,183,40,67,All-wheel drive,BMW 2.0L 4 Cylinder 240 hp 260 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 BMW 528i xDrive Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,240,260
4959,183,183,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,29,Manual transmission,2012 BMW 535i Sedan,BMW,2012 BMW 5 Series Sedan,2012,300,300
4960,183,40,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,31,Automatic transmission,2012 BMW 535i Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,300,300
4961,183,40,67,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 BMW 535i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,300,300
4962,183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2012 BMW 550i Sedan,BMW,2012 BMW 5 Series Sedan,2012,400,450
4963,183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2012 BMW 550i Sedan AT,BMW,2012 BMW 5 Series Sedan,2012,400,450
4964,183,40,67,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2012 BMW 550i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,400,450
4965,247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD Platinum,Volvo,2012 Volvo XC90,2012,240,236
4966,247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD Premier Plus,Volvo,2012 Volvo XC90,2012,240,236
4967,246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2012 Aston Martin DB9 Luxury SE,Aston Martin,2012 Aston Martin DB9 Coup,2012,470,443
4968,246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2012 Aston Martin DB9 Sport SE,Aston Martin,2012 Aston Martin DB9 Coup,2012,470,443
4969,246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2012 Aston Martin DB9 Coup,Aston Martin,2012 Aston Martin DB9 Coup,2012,470,443
4970,246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2012 Aston Martin DB9 Volante,Aston Martin,2012 Aston Martin DB9 Volante,2012,470,443
4971,246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2012 Aston Martin DB9 Volante Luxury SE,Aston Martin,2012 Aston Martin DB9 Volante,2012,470,443
4972,175,109,55,All-wheel drive,Acura 3.7L 6 Cylinder 300 hp 271 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Acura RL,Acura,2012 Acura RL,2012,300,271
4973,160,107,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2012 Acura TSX,Acura,2012 Acura TSX,2012,201,170
4974,160,107,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2012 Acura TSX Special Edition,Acura,2012 Acura TSX,2012,201,170
4975,160,107,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,True,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Acura TSX Special Edition MT,Acura,2012 Acura TSX,2012,201,170
4976,160,107,48,Front-wheel drive,Acura 3.5L 6 Cylinder 280 hp 254 ft-lbs,True,5,5 Speed Automatic Select Shift,19,Gasoline,28,Automatic transmission,2012 Acura TSX V-6,Acura,2012 Acura TSX,2012,280,254
4977,190,197,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,True,5,5 Speed Automatic Select Shift,22,Gasoline,30,Automatic transmission,2012 Acura TSX Sport Wagon,Acura,2012 Acura TSX Sport Wagon,2012,201,170
4978,60,23,203,All-wheel drive,Acura 3.7L 6 Cylinder 300 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Acura ZDX,Acura,2012 Acura ZDX,2012,300,270
4979,197,3,202,Four-wheel drive,Acura 3.7L 6 Cylinder 300 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2012 Acura MDX,Acura,2012 Acura MDX,2012,300,270
4980,185,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4981,185,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs PZEV,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i PZEV,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4982,185,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i Premium,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4983,185,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i Premium PZEV,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4984,185,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i Sport Premium,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4985,231,62,203,All-wheel drive,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,True,5,5 Speed Manual,25,Gasoline,34,Manual transmission,2012 Subaru Impreza Hatchback 2.0i Sport Premium PZEV,Subaru,2012 Subaru Impreza Hatchback,2012,148,145
4986,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Legacy 2.5i,Subaru,2012 Subaru Legacy,2012,170,170
4987,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Legacy 2.5i Premium,Subaru,2012 Subaru Legacy,2012,170,170
4988,226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2012 Subaru Legacy 2.5GT Limited,Subaru,2012 Subaru Legacy,2012,265,258
4989,226,126,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Subaru Legacy 3.6R,Subaru,2012 Subaru Legacy,2012,256,247
4990,226,126,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Subaru Legacy 3.6R Premium,Subaru,2012 Subaru Legacy,2012,256,247
4991,226,126,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,True,5,5 Speed Automatic,18,Gasoline,25,Automatic transmission,2012 Subaru Legacy 3.6R Limited,Subaru,2012 Subaru Legacy,2012,256,247
4992,185,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Mitsubishi Galant SE,Mitsubishi,2012 Mitsubishi Galant,2012,160,157
4993,177,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Mitsubishi Galant ES,Mitsubishi,2012 Mitsubishi Galant,2012,160,157
4994,144,57,8,All-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Mitsubishi Outlander GT AWD,Mitsubishi,2012 Mitsubishi Outlander,2012,230,215
4995,144,57,8,Front-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2012 Mitsubishi Outlander GT,Mitsubishi,2012 Mitsubishi Outlander,2012,230,215
4996,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Outback 2.5i,Subaru,2012 Subaru Outback,2012,170,170
4997,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Outback 2.5i PZEV,Subaru,2012 Subaru Outback,2012,170,170
4998,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Outback 2.5i Premium,Subaru,2012 Subaru Outback,2012,170,170
4999,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Subaru Outback 2.5i Premium PZEV,Subaru,2012 Subaru Outback,2012,170,170
5000,203,63,24,Front-wheel drive,Buick 2.4L 4 Cylinder 180 hp 171 ft-lbs FFV,True,6,6 Speed Automatic,22,Gasoline,31,Automatic transmission,2012 Buick Verano,Buick,2012 Buick Verano,2012,180,171
5001,203,63,24,Front-wheel drive,Buick 2.4L 4 Cylinder 180 hp 171 ft-lbs FFV,True,6,6 Speed Automatic,22,Gasoline,31,Automatic transmission,2012 Buick Verano Convenience Group,Buick,2012 Buick Verano,2012,180,171
5002,203,63,24,Front-wheel drive,Buick 2.4L 4 Cylinder 180 hp 171 ft-lbs FFV,True,6,6 Speed Automatic,22,Gasoline,31,Automatic transmission,2012 Buick Verano Leather Group,Buick,2012 Buick Verano,2012,180,171
5003,9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Aston Martin DBS Volante Carbon Edition AT,Aston Martin,2012 Aston Martin DBS Volante,2012,510,420
5004,9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2012 Aston Martin DBS Volante,Aston Martin,2012 Aston Martin DBS Volante,2012,510,420
5005,9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,True,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2012 Aston Martin DBS Volante Carbon Edition,Aston Martin,2012 Aston Martin DBS Volante,2012,510,420
5006,9,112,113,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 510 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Aston Martin DBS Volante AT,Aston Martin,2012 Aston Martin DBS Volante,2012,510,420
5007,200,42,29,Front-wheel drive,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Suzuki Kizashi S,Suzuki,2012 Suzuki Kizashi,2012,185,170
5008,200,42,29,Front-wheel drive,Suzuki 2.4L 4 Cylinder 180 hp 170 ft-lbs,True,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2012 Suzuki Kizashi Sport GTS,Suzuki,2012 Suzuki Kizashi,2012,180,170
5009,80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2012 Aston Martin Rapide,Aston Martin,2012 Aston Martin Rapide,2012,470,443
5010,80,155,137,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2012 Aston Martin Rapide Luxe,Aston Martin,2012 Aston Martin Rapide,2012,470,443
5011,217,33,73,Rear-wheel drive,Aston Martin 6.0L 510 hp 420 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V12 Vantage,Aston Martin,2012 Aston Martin V12 Vantage,2012,510,420
5012,217,33,73,Rear-wheel drive,Aston Martin 6.0L 510 hp 420 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V12 Vantage Carbon Black,Aston Martin,2012 Aston Martin V12 Vantage,2012,510,420
5013,236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 Cylinder 430 hp 361 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V8 Vantage Roadster,Aston Martin,2012 Aston Martin V8 Vantage Roadster,2012,430,361
5014,236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 Cylinder 430 hp 361 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V8 Vantage N420 Roadster,Aston Martin,2012 Aston Martin V8 Vantage Roadster,2012,430,361
5015,170,37,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,2012 Saab 9-3 Sport Sedan Aero,Saab,2012 Saab 9-3 Sport Sedan,2012,220,258
5016,170,37,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,14,E85,20,Automatic transmission,2012 Saab 9-3 Sport Sedan Turbo4 AT,Saab,2012 Saab 9-3 Sport Sedan,2012,220,258
5017,170,37,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,15,E85,23,Manual transmission,2012 Saab 9-3 Sport Sedan Turbo4,Saab,2012 Saab 9-3 Sport Sedan,2012,220,258
5018,170,37,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,20,Gasoline,33,Manual transmission,2012 Saab 9-3 Sport Sedan Aero MT,Saab,2012 Saab 9-3 Sport Sedan,2012,220,258
5019,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,5,5 Speed Manual,21,Gasoline,27,Manual transmission,2012 Subaru Forester 2.5X,Subaru,2012 Subaru Forester,2012,170,174
5020,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2012 Subaru Forester 2.5X AT,Subaru,2012 Subaru Forester,2012,170,174
5021,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,5,5 Speed Manual,21,Gasoline,27,Manual transmission,2012 Subaru Forester 2.5X Premium,Subaru,2012 Subaru Forester,2012,170,174
5022,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2012 Subaru Forester 2.5X Premium AT,Subaru,2012 Subaru Forester,2012,170,174
5023,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2012 Subaru Forester 2.5X Limited,Subaru,2012 Subaru Forester,2012,170,174
5024,163,207,244,All-wheel drive,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,True,4,4 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2012 Subaru Forester 2.5X Touring,Subaru,2012 Subaru Forester,2012,170,174
5025,163,207,244,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,True,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2012 Subaru Forester 2.5XT Premium,Subaru,2012 Subaru Forester,2012,224,226
5026,163,207,244,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,True,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2012 Subaru Forester 2.5XT Touring,Subaru,2012 Subaru Forester,2012,224,226
5027,170,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,15,E85,23,Manual transmission,2012 Saab 9-3 SportCombi Turbo4,Saab,2012 Saab 9-3 SportCombi,2012,220,258
5028,170,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,13,E85,21,Automatic transmission,2012 Saab 9-3 SportCombi Turbo4 AT,Saab,2012 Saab 9-3 SportCombi,2012,220,258
5029,8,138,193,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,True,6,6 Speed Manual,23,Gasoline,33,Manual transmission,2012 Suzuki SX4 Sedan,Suzuki,2012 Suzuki SX4 Sedan,2012,150,140
5030,8,138,193,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,True,6,6 Speed Manual,23,Gasoline,33,Manual transmission,2012 Suzuki SX4 Sedan LE,Suzuki,2012 Suzuki SX4 Sedan,2012,150,140
5031,33,18,219,Front-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,True,6,6 Speed Manual,23,Gasoline,30,Manual transmission,2012 Suzuki SX4 Sportback,Suzuki,2012 Suzuki SX4 Sportback,2012,150,140
5032,69,39,219,All-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,True,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2012 Suzuki SX4 Crossover,Suzuki,2012 Suzuki SX4 Crossover,2012,150,140
5033,69,39,219,All-wheel drive,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,True,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2012 Suzuki SX4 Crossover Technology Value Package,Suzuki,2012 Suzuki SX4 Crossover,2012,150,140
5034,236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V8 Vantage N420 Coup,Aston Martin,2012 Aston Martin V8 Vantage Coup,2012,420,346
5035,236,30,74,Rear-wheel drive,Aston Martin 4.7L 8 cylinder 420 hp 346 ft-lbs,True,6,6 Speed Manual,13,Gasoline,19,Manual transmission,2012 Aston Martin V8 Vantage Coup,Aston Martin,2012 Aston Martin V8 Vantage Coup,2012,420,346
5036,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,15,E85,23,Manual transmission,2012 Saab 9-3 Convertible Turbo4,Saab,2012 Saab 9-3 Convertible,2012,220,258
5037,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Saab 9-3 Convertible Turbo4 AT,Saab,2012 Saab 9-3 Convertible,2012,220,258
5038,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Saab 9-3 Convertible Aero,Saab,2012 Saab 9-3 Convertible,2012,220,258
5039,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,15,E85,23,Manual transmission,2012 Saab 9-3 Convertible Aero MT,Saab,2012 Saab 9-3 Convertible,2012,220,258
5040,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Saab 9-3 Convertible Independence,Saab,2012 Saab 9-3 Convertible,2012,220,258
5041,157,37,244,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,True,6,6 Speed Manual,20,Gasoline,33,Manual transmission,2012 Saab 9-3 Convertible Independence MT,Saab,2012 Saab 9-3 Convertible,2012,220,258
5042,165,212,41,Front-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Lincoln MKZ,Lincoln,2012 Lincoln MKZ,2012,263,249
5043,165,212,41,All-wheel drive,Lincoln 3.5L 6 Cylinder 263 hp 249 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Lincoln MKZ AWD,Lincoln,2012 Lincoln MKZ,2012,263,249
5044,28,64,135,Front-wheel drive,Lincoln 3.7L 6 Cylinder 274 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Lincoln MKS,Lincoln,2012 Lincoln MKS,2012,274,270
5045,28,64,135,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Lincoln MKS Ecoboost,Lincoln,2012 Lincoln MKS,2012,355,350
5046,28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 274 hp 270 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Lincoln MKS AWD,Lincoln,2012 Lincoln MKS,2012,274,270
5047,173,134,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2012 Lincoln MKX,Lincoln,2012 Lincoln MKX,2012,305,280
5048,173,134,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Lincoln MKX AWD,Lincoln,2012 Lincoln MKX,2012,305,280
5049,175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Lincoln MKT,Lincoln,2012 Lincoln MKT,2012,268,267
5050,175,153,138,All-wheel drive,Lincoln 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Lincoln MKT Ecoboost,Lincoln,2012 Lincoln MKT,2012,355,350
5051,241,199,134,Rear-wheel drive,Bentley 6.8L 8 Cylinder 505 hp 752 ft-lbs Turbo,True,8,8 Speed Automatic Select Shift,11,Gasoline,18,Automatic transmission,2012 Bentley Mulsanne,Bentley,2012 Bentley Mulsanne,2012,505,752
5052,196,173,209,Rear-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Lincoln Navigator,Lincoln,2012 Lincoln Navigator,2012,310,365
5053,196,173,209,Four-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Lincoln Navigator 4X4,Lincoln,2012 Lincoln Navigator,2012,310,365
5054,191,39,209,Rear-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Lincoln Navigator L,Lincoln,2012 Lincoln Navigator,2012,310,365
5055,191,39,209,Four-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Lincoln Navigator L 4X4,Lincoln,2012 Lincoln Navigator,2012,310,365
5056,114,239,203,Front-wheel drive,Honda 1.5L 4 Cylinder 122hp 128lb-ft Hybrid,True,6,6 Speed Manual,31,Gasoline,37,Manual transmission,2012 Honda CR-Z EX,Honda,2012 Honda CR-Z,2012,122,128
